DateAndTime,Var1,valid_datetime,latest_ref_time,Unnamed_0,ref_datetime,CloudCover,PressureReducedMSL,RelativeHumidity,SolarDownwardRadiation,Temperature,WindDirection,WindSpeed,PV,Hour,Month,Day,out,date
12-Mar-2022 10:00:00,5639,2022-03-12 10:00:00,2022-03-12T06:00:00Z,62247,2022-03-12T06:00:00Z,0,102583.82,36.03,430.79,6.23,145.11,4.96,9.833484766,10,3,7,12-Mar-2022,2022-03-12
12-Mar-2022 11:00:00,5640,2022-03-12 11:00:00,2022-03-12T06:00:00Z,62248,2022-03-12T06:00:00Z,0.01,102556.73,31.54,440.16,7.91,149.65,5.05,9.288653532,11,3,7,12-Mar-2022,2022-03-12
12-Mar-2022 12:00:00,5641,2022-03-12 12:00:00,2022-03-12T06:00:00Z,62249,2022-03-12T06:00:00Z,0,102515.12,30.66,413.21,9.13,152.35,4.75,7.952153475,12,3,7,12-Mar-2022,2022-03-12
12-Mar-2022 13:00:00,5642,2022-03-12 13:00:00,2022-03-12T12:00:00Z,62311,2022-03-12T12:00:00Z,0,102436.09,28.81,351.86,10.22,145.19,4.61,5.884347461,13,3,7,12-Mar-2022,2022-03-12
12-Mar-2022 14:00:00,5643,2022-03-12 14:00:00,2022-03-12T12:00:00Z,62312,2022-03-12T12:00:00Z,0,102421.22,31.93,256.83,10.42,142.33,4.59,3.383624691,14,3,7,12-Mar-2022,2022-03-12
12-Mar-2022 15:00:00,5644,2022-03-12 15:00:00,2022-03-12T12:00:00Z,62313,2022-03-12T12:00:00Z,0,102388.08,36.14,147.87,10.26,141.93,4.48,1.235297232,15,3,7,12-Mar-2022,2022-03-12
12-Mar-2022 16:00:00,5645,2022-03-12 16:00:00,2022-03-12T12:00:00Z,62314,2022-03-12T12:00:00Z,0,102351.27,41.36,44.13,9.43,133.53,4.45,0.247961847,16,3,7,12-Mar-2022,2022-03-12
12-Mar-2022 17:00:00,5646,2022-03-12 17:00:00,2022-03-12T12:00:00Z,62315,2022-03-12T12:00:00Z,0,102357.2,49.5,0.03,7.63,137.44,3.26,0,17,3,7,12-Mar-2022,2022-03-12
12-Mar-2022 18:00:00,5647,2022-03-12 18:00:00,2022-03-12T12:00:00Z,62316,2022-03-12T12:00:00Z,0,102454.27,56.13,0,5.57,169.42,2.49,0,18,3,7,12-Mar-2022,2022-03-12
12-Mar-2022 19:00:00,5648,2022-03-12 19:00:00,2022-03-12T18:00:00Z,62378,2022-03-12T18:00:00Z,0,102501.3,53.39,0,5.1,164.3,2.97,0,19,3,7,12-Mar-2022,2022-03-12
12-Mar-2022 20:00:00,5649,2022-03-12 20:00:00,2022-03-12T18:00:00Z,62379,2022-03-12T18:00:00Z,0,102542.44,54.28,0,4.12,154.2,3.22,0,20,3,7,12-Mar-2022,2022-03-12
12-Mar-2022 21:00:00,5650,2022-03-12 21:00:00,2022-03-12T18:00:00Z,62380,2022-03-12T18:00:00Z,0,102558.45,54.22,0,3.44,147.25,3.61,0,21,3,7,12-Mar-2022,2022-03-12
12-Mar-2022 22:00:00,5651,2022-03-12 22:00:00,2022-03-12T18:00:00Z,62381,2022-03-12T18:00:00Z,0,102525.41,54.38,0,3,142.95,4.82,0,22,3,7,12-Mar-2022,2022-03-12
12-Mar-2022 23:00:00,5652,2022-03-12 23:00:00,2022-03-12T18:00:00Z,62382,2022-03-12T18:00:00Z,0,102480.11,54.84,0,2.84,143.87,5.35,0,23,3,7,12-Mar-2022,2022-03-12
13-Mar-2022 00:00:00,5653,2022-03-13 00:00:00,2022-03-12T18:00:00Z,62383,2022-03-12T18:00:00Z,0,102487.6,57.35,0,2.43,147.14,4.18,0,0,3,1,13-Mar-2022,2022-03-13
13-Mar-2022 01:00:00,5654,2022-03-13 01:00:00,2022-03-13T00:00:00Z,62445,2022-03-13T00:00:00Z,0,102475.86,47.4,0,2.2,138.57,3.43,0,1,3,1,13-Mar-2022,2022-03-13
13-Mar-2022 02:00:00,5655,2022-03-13 02:00:00,2022-03-13T00:00:00Z,62446,2022-03-13T00:00:00Z,0,102493.55,55.55,0,1.55,129.1,3.22,0,2,3,1,13-Mar-2022,2022-03-13
13-Mar-2022 03:00:00,5656,2022-03-13 03:00:00,2022-03-13T00:00:00Z,62447,2022-03-13T00:00:00Z,0.64,102483.94,62.64,-0,1.12,128.8,3.35,0,3,3,1,13-Mar-2022,2022-03-13
13-Mar-2022 04:00:00,5657,2022-03-13 04:00:00,2022-03-13T00:00:00Z,62448,2022-03-13T00:00:00Z,0.36,102453.02,65.94,0,1.03,127.78,4,0,4,3,1,13-Mar-2022,2022-03-13
13-Mar-2022 05:00:00,5658,2022-03-13 05:00:00,2022-03-13T00:00:00Z,62449,2022-03-13T00:00:00Z,0.23,102444.02,68.31,3.82,0.88,126.93,3.5,0.071492755,5,3,1,13-Mar-2022,2022-03-13
13-Mar-2022 06:00:00,5659,2022-03-13 06:00:00,2022-03-13T00:00:00Z,62450,2022-03-13T00:00:00Z,0.46,102479.48,69.41,73.37,0.82,125.02,2.91,1.760056249,6,3,1,13-Mar-2022,2022-03-13
13-Mar-2022 07:00:00,5660,2022-03-13 07:00:00,2022-03-13T06:00:00Z,62512,2022-03-13T06:00:00Z,0.76,102525.97,66.48,177.23,1.59,123.9,3.49,5.747855509,7,3,1,13-Mar-2022,2022-03-13
13-Mar-2022 08:00:00,5661,2022-03-13 08:00:00,2022-03-13T06:00:00Z,62513,2022-03-13T06:00:00Z,0.99,102514.58,54.67,258.52,3.78,133.48,4.24,8.133377091,8,3,1,13-Mar-2022,2022-03-13
13-Mar-2022 09:00:00,5662,2022-03-13 09:00:00,2022-03-13T06:00:00Z,62514,2022-03-13T06:00:00Z,0.98,102511.6,45.92,345.48,5.64,140.75,4.4,9.475055192,9,3,1,13-Mar-2022,2022-03-13
13-Mar-2022 10:00:00,5663,2022-03-13 10:00:00,2022-03-13T06:00:00Z,62515,2022-03-13T06:00:00Z,0.8,102505.9,39.51,416.46,7.44,140.98,4.55,9.802163753,10,3,1,13-Mar-2022,2022-03-13
13-Mar-2022 11:00:00,5664,2022-03-13 11:00:00,2022-03-13T06:00:00Z,62516,2022-03-13T06:00:00Z,0.34,102513.13,35.93,444.12,9.03,144.51,4.44,9.205444971,11,3,1,13-Mar-2022,2022-03-13
13-Mar-2022 12:00:00,5665,2022-03-13 12:00:00,2022-03-13T06:00:00Z,62517,2022-03-13T06:00:00Z,0.09,102506.12,33.99,418.52,10.13,145.85,4.4,7.89182159,12,3,1,13-Mar-2022,2022-03-13
13-Mar-2022 13:00:00,5666,2022-03-13 13:00:00,2022-03-13T12:00:00Z,62579,2022-03-13T12:00:00Z,0.44,102472.27,31.44,353.98,11.24,148.55,4.49,5.829331217,13,3,1,13-Mar-2022,2022-03-13
13-Mar-2022 14:00:00,5667,2022-03-13 14:00:00,2022-03-13T12:00:00Z,62580,2022-03-13T12:00:00Z,0.16,102486.09,31.52,261.76,11.55,145.03,4.19,3.339749613,14,3,1,13-Mar-2022,2022-03-13
13-Mar-2022 15:00:00,5668,2022-03-13 15:00:00,2022-03-13T12:00:00Z,62581,2022-03-13T12:00:00Z,0,102450.25,31.85,152.96,11.37,134.64,3.82,1.241750976,15,3,1,13-Mar-2022,2022-03-13
13-Mar-2022 16:00:00,5669,2022-03-13 16:00:00,2022-03-13T12:00:00Z,62582,2022-03-13T12:00:00Z,0,102441.7,33.77,47.66,10.41,134.56,4.31,0.244088571,16,3,1,13-Mar-2022,2022-03-13
13-Mar-2022 17:00:00,5670,2022-03-13 17:00:00,2022-03-13T12:00:00Z,62583,2022-03-13T12:00:00Z,0,102446.71,38.94,0.16,8.43,121.85,3.29,0,17,3,1,13-Mar-2022,2022-03-13
13-Mar-2022 18:00:00,5671,2022-03-13 18:00:00,2022-03-13T12:00:00Z,62584,2022-03-13T12:00:00Z,0,102486,42.4,0,6.7,120.97,3.76,0,18,3,1,13-Mar-2022,2022-03-13
13-Mar-2022 19:00:00,5672,2022-03-13 19:00:00,2022-03-13T18:00:00Z,62646,2022-03-13T18:00:00Z,0,102496.46,37.65,0,6.75,121.52,4.35,0,19,3,1,13-Mar-2022,2022-03-13
13-Mar-2022 20:00:00,5673,2022-03-13 20:00:00,2022-03-13T18:00:00Z,62647,2022-03-13T18:00:00Z,0,102542.54,40.74,0,5.8,131.01,4.67,0,20,3,1,13-Mar-2022,2022-03-13
13-Mar-2022 21:00:00,5674,2022-03-13 21:00:00,2022-03-13T18:00:00Z,62648,2022-03-13T18:00:00Z,0,102585.47,46.26,0,4.69,135.56,3.53,0,21,3,1,13-Mar-2022,2022-03-13
13-Mar-2022 22:00:00,5675,2022-03-13 22:00:00,2022-03-13T18:00:00Z,62649,2022-03-13T18:00:00Z,0,102626.58,45.6,0,4.16,133.1,4.34,0,22,3,1,13-Mar-2022,2022-03-13
13-Mar-2022 23:00:00,5676,2022-03-13 23:00:00,2022-03-13T18:00:00Z,62650,2022-03-13T18:00:00Z,0,102617.23,48.57,0,3.79,132.73,4.57,0,23,3,1,13-Mar-2022,2022-03-13
14-Mar-2022 00:00:00,5677,2022-03-14 00:00:00,2022-03-13T18:00:00Z,62651,2022-03-13T18:00:00Z,0,102618.92,51.45,0,3.53,132.2,5.23,0,0,3,2,14-Mar-2022,2022-03-14
14-Mar-2022 01:00:00,5678,2022-03-14 01:00:00,2022-03-14T00:00:00Z,62713,2022-03-14T00:00:00Z,0.07,102641.16,41.32,0,3.63,132.92,5.08,0,1,3,2,14-Mar-2022,2022-03-14
14-Mar-2022 02:00:00,5679,2022-03-14 02:00:00,2022-03-14T00:00:00Z,62714,2022-03-14T00:00:00Z,0.19,102660.2,50.98,0,2.89,133.84,4.36,0,2,3,2,14-Mar-2022,2022-03-14
14-Mar-2022 03:00:00,5680,2022-03-14 03:00:00,2022-03-14T00:00:00Z,62715,2022-03-14T00:00:00Z,0.77,102640.59,57.65,-0,2.4,132.32,4.59,0,3,3,2,14-Mar-2022,2022-03-14
14-Mar-2022 04:00:00,5681,2022-03-14 04:00:00,2022-03-14T00:00:00Z,62716,2022-03-14T00:00:00Z,0.61,102613.37,62.81,0,2.11,134.28,4.16,0,4,3,2,14-Mar-2022,2022-03-14
14-Mar-2022 05:00:00,5682,2022-03-14 05:00:00,2022-03-14T00:00:00Z,62717,2022-03-14T00:00:00Z,0.14,102602.94,66.48,5.01,1.9,135.93,3.21,0.086856849,5,3,2,14-Mar-2022,2022-03-14
14-Mar-2022 06:00:00,5683,2022-03-14 06:00:00,2022-03-14T00:00:00Z,62718,2022-03-14T00:00:00Z,0,102642.19,67.31,77.4,2,133.54,2.93,2.111157239,6,3,2,14-Mar-2022,2022-03-14
14-Mar-2022 07:00:00,5684,2022-03-14 07:00:00,2022-03-14T06:00:00Z,62780,2022-03-14T06:00:00Z,0,102708.67,65.69,188.16,2.63,118.2,2.51,5.573862052,7,3,2,14-Mar-2022,2022-03-14
14-Mar-2022 08:00:00,5685,2022-03-14 08:00:00,2022-03-14T06:00:00Z,62781,2022-03-14T06:00:00Z,0,102676.27,57.74,294.85,4.45,128.62,2.91,8.001998185,8,3,2,14-Mar-2022,2022-03-14
14-Mar-2022 09:00:00,5686,2022-03-14 09:00:00,2022-03-14T06:00:00Z,62782,2022-03-14T06:00:00Z,0,102679.3,48.44,379.94,6.69,132.92,3.83,9.287517025,9,3,2,14-Mar-2022,2022-03-14
14-Mar-2022 10:00:00,5687,2022-03-14 10:00:00,2022-03-14T06:00:00Z,62783,2022-03-14T06:00:00Z,0,102673.64,41.14,436.04,8.67,132.38,4.14,9.591047331,10,3,2,14-Mar-2022,2022-03-14
14-Mar-2022 11:00:00,5688,2022-03-14 11:00:00,2022-03-14T06:00:00Z,62784,2022-03-14T06:00:00Z,0,102644.45,36.15,452.84,10.05,133.6,4.81,9.025655355,11,3,2,14-Mar-2022,2022-03-14
14-Mar-2022 12:00:00,5689,2022-03-14 12:00:00,2022-03-14T06:00:00Z,62785,2022-03-14T06:00:00Z,0,102644.84,34.33,423.22,10.89,144.65,4.34,7.582805208,12,3,2,14-Mar-2022,2022-03-14
14-Mar-2022 13:00:00,5690,2022-03-14 13:00:00,2022-03-14T12:00:00Z,62847,2022-03-14T12:00:00Z,0,102621.24,32.25,362.57,11.53,148.61,3.76,5.5347375,13,3,2,14-Mar-2022,2022-03-14
14-Mar-2022 14:00:00,5691,2022-03-14 14:00:00,2022-03-14T12:00:00Z,62848,2022-03-14T12:00:00Z,0,102605.54,30.72,267.78,11.7,140.36,3.57,3.137138975,14,3,2,14-Mar-2022,2022-03-14
14-Mar-2022 15:00:00,5692,2022-03-14 15:00:00,2022-03-14T12:00:00Z,62849,2022-03-14T12:00:00Z,0,102601.26,33.05,157.62,11.46,131.46,3.25,1.235755499,15,3,2,14-Mar-2022,2022-03-14
14-Mar-2022 16:00:00,5693,2022-03-14 16:00:00,2022-03-14T12:00:00Z,62850,2022-03-14T12:00:00Z,0,102599.75,38.17,50.91,10.68,120.25,3.08,0.263653169,16,3,2,14-Mar-2022,2022-03-14
14-Mar-2022 17:00:00,5694,2022-03-14 17:00:00,2022-03-14T12:00:00Z,62851,2022-03-14T12:00:00Z,0,102610.7,47.45,0.4,8.9,112.33,2.47,0,17,3,2,14-Mar-2022,2022-03-14
14-Mar-2022 18:00:00,5695,2022-03-14 18:00:00,2022-03-14T12:00:00Z,62852,2022-03-14T12:00:00Z,0,102644.01,53.54,0,6.91,113.84,2.24,0,18,3,2,14-Mar-2022,2022-03-14
14-Mar-2022 19:00:00,5696,2022-03-14 19:00:00,2022-03-14T18:00:00Z,62914,2022-03-14T18:00:00Z,0.06,102655.24,55.8,0,6.03,112.53,2.2,0,19,3,2,14-Mar-2022,2022-03-14
14-Mar-2022 20:00:00,5697,2022-03-14 20:00:00,2022-03-14T18:00:00Z,62915,2022-03-14T18:00:00Z,0.73,102741.3,61.59,0,5.07,131.85,2.56,0,20,3,2,14-Mar-2022,2022-03-14
14-Mar-2022 21:00:00,5698,2022-03-14 21:00:00,2022-03-14T18:00:00Z,62916,2022-03-14T18:00:00Z,0.57,102705.98,65.01,0,4.48,127.71,2.73,0,21,3,2,14-Mar-2022,2022-03-14
14-Mar-2022 22:00:00,5699,2022-03-14 22:00:00,2022-03-14T18:00:00Z,62917,2022-03-14T18:00:00Z,0,102660.75,65.14,0,4,134.52,2.89,0,22,3,2,14-Mar-2022,2022-03-14
14-Mar-2022 23:00:00,5700,2022-03-14 23:00:00,2022-03-14T18:00:00Z,62918,2022-03-14T18:00:00Z,0.09,102657.54,66.77,0,3.45,142.81,3.11,0,23,3,2,14-Mar-2022,2022-03-14
15-Mar-2022 00:00:00,5701,2022-03-15 00:00:00,2022-03-14T18:00:00Z,62919,2022-03-14T18:00:00Z,0.21,102654.65,71.04,0,2.61,135.83,2.57,0,0,3,3,15-Mar-2022,2022-03-15
15-Mar-2022 01:00:00,5702,2022-03-15 01:00:00,2022-03-15T00:00:00Z,62981,2022-03-15T00:00:00Z,0,102618.84,63.64,0,2.21,134.17,2.81,0,1,3,3,15-Mar-2022,2022-03-15
15-Mar-2022 02:00:00,5703,2022-03-15 02:00:00,2022-03-15T00:00:00Z,62982,2022-03-15T00:00:00Z,0,102557.43,68.85,-0,1.7,127.62,2.8,0,2,3,3,15-Mar-2022,2022-03-15
15-Mar-2022 03:00:00,5704,2022-03-15 03:00:00,2022-03-15T00:00:00Z,62983,2022-03-15T00:00:00Z,0.42,102582.7,75.61,0,1.15,146.69,1.95,0,3,3,3,15-Mar-2022,2022-03-15
15-Mar-2022 04:00:00,5705,2022-03-15 04:00:00,2022-03-15T00:00:00Z,62984,2022-03-15T00:00:00Z,0.67,102597.89,79.52,0,0.74,137.14,1.8,0,4,3,3,15-Mar-2022,2022-03-15
15-Mar-2022 05:00:00,5706,2022-03-15 05:00:00,2022-03-15T00:00:00Z,62985,2022-03-15T00:00:00Z,0.54,102575.84,82.26,5.42,0.6,128.23,1.57,0.12962785,5,3,3,15-Mar-2022,2022-03-15
15-Mar-2022 06:00:00,5707,2022-03-15 06:00:00,2022-03-15T00:00:00Z,62986,2022-03-15T00:00:00Z,0.73,102553.14,82.46,64.74,0.92,125.74,1.77,1.628433557,6,3,3,15-Mar-2022,2022-03-15
15-Mar-2022 07:00:00,5708,2022-03-15 07:00:00,2022-03-15T06:00:00Z,63048,2022-03-15T06:00:00Z,0,102559.38,82.07,192.39,1.55,118.96,1.73,4.066633606,7,3,3,15-Mar-2022,2022-03-15
15-Mar-2022 08:00:00,5709,2022-03-15 08:00:00,2022-03-15T06:00:00Z,63049,2022-03-15T06:00:00Z,0.14,102511.62,76.66,279.26,3.03,156.91,1.41,4.742586365,8,3,3,15-Mar-2022,2022-03-15
15-Mar-2022 09:00:00,5710,2022-03-15 09:00:00,2022-03-15T06:00:00Z,63050,2022-03-15T06:00:00Z,0.45,102599.43,70.04,325.58,4.55,195.23,2.22,7.672299748,9,3,3,15-Mar-2022,2022-03-15
15-Mar-2022 10:00:00,5711,2022-03-15 10:00:00,2022-03-15T06:00:00Z,63051,2022-03-15T06:00:00Z,0.46,102557.53,66.53,378.07,5.68,188.34,1.49,4.914142033,10,3,3,15-Mar-2022,2022-03-15
15-Mar-2022 11:00:00,5712,2022-03-15 11:00:00,2022-03-15T06:00:00Z,63052,2022-03-15T06:00:00Z,0.77,102509.94,63.79,324.5,6.9,222.65,1.88,3.197019499,11,3,3,15-Mar-2022,2022-03-15
15-Mar-2022 12:00:00,5713,2022-03-15 12:00:00,2022-03-15T06:00:00Z,63053,2022-03-15T06:00:00Z,1,102488.41,75.91,261.88,5.68,234.68,2.24,2.994285657,12,3,3,15-Mar-2022,2022-03-15
15-Mar-2022 13:00:00,5714,2022-03-15 13:00:00,2022-03-15T12:00:00Z,63115,2022-03-15T12:00:00Z,1,102486.96,71.93,202.34,5.99,220.32,1.83,2.135654596,13,3,3,15-Mar-2022,2022-03-15
15-Mar-2022 14:00:00,5715,2022-03-15 14:00:00,2022-03-15T12:00:00Z,63116,2022-03-15T12:00:00Z,0.98,102469.35,70.6,134.95,6.57,233.32,2.09,1.548895787,14,3,3,15-Mar-2022,2022-03-15
15-Mar-2022 15:00:00,5716,2022-03-15 15:00:00,2022-03-15T12:00:00Z,63117,2022-03-15T12:00:00Z,1,102473.7,75.69,53.19,5.37,226.87,2.69,0.586772673,15,3,3,15-Mar-2022,2022-03-15
15-Mar-2022 16:00:00,5717,2022-03-15 16:00:00,2022-03-15T12:00:00Z,63118,2022-03-15T12:00:00Z,1,102510.5,79.88,14.93,4.55,218.94,2.56,0.215006522,16,3,3,15-Mar-2022,2022-03-15
15-Mar-2022 17:00:00,5718,2022-03-15 17:00:00,2022-03-15T12:00:00Z,63119,2022-03-15T12:00:00Z,0.97,102520.31,83.02,0.44,4.26,206.71,1.97,0.027775038,17,3,3,15-Mar-2022,2022-03-15
15-Mar-2022 18:00:00,5719,2022-03-15 18:00:00,2022-03-15T12:00:00Z,63120,2022-03-15T12:00:00Z,0.87,102535.56,88.12,0,3.75,214.57,1.54,0,18,3,3,15-Mar-2022,2022-03-15
15-Mar-2022 19:00:00,5720,2022-03-15 19:00:00,2022-03-15T18:00:00Z,63182,2022-03-15T18:00:00Z,1,102537.73,95.41,0,2.21,221.04,2.16,0,19,3,3,15-Mar-2022,2022-03-15
15-Mar-2022 20:00:00,5721,2022-03-15 20:00:00,2022-03-15T18:00:00Z,63183,2022-03-15T18:00:00Z,1,102621.45,96.16,0,2.25,184.21,1.9,0,20,3,3,15-Mar-2022,2022-03-15
15-Mar-2022 21:00:00,5722,2022-03-15 21:00:00,2022-03-15T18:00:00Z,63184,2022-03-15T18:00:00Z,1,102607.48,96.49,0,2.41,192.94,1.65,0,21,3,3,15-Mar-2022,2022-03-15
15-Mar-2022 22:00:00,5723,2022-03-15 22:00:00,2022-03-15T18:00:00Z,63185,2022-03-15T18:00:00Z,1,102619.14,97.28,0,3.26,234.27,1.63,0,22,3,3,15-Mar-2022,2022-03-15
15-Mar-2022 23:00:00,5724,2022-03-15 23:00:00,2022-03-15T18:00:00Z,63186,2022-03-15T18:00:00Z,1,102635.29,97.47,0,3.24,223.7,1.07,0,23,3,3,15-Mar-2022,2022-03-15
16-Mar-2022 00:00:00,5725,2022-03-16 00:00:00,2022-03-15T18:00:00Z,63187,2022-03-15T18:00:00Z,1,102653.23,97.5,0,3.25,201.36,1.23,0,0,3,4,16-Mar-2022,2022-03-16
16-Mar-2022 01:00:00,5726,2022-03-16 01:00:00,2022-03-16T00:00:00Z,63249,2022-03-16T00:00:00Z,1,102695.52,97.42,0,3.33,166.07,1.8,0,1,3,4,16-Mar-2022,2022-03-16
16-Mar-2022 02:00:00,5727,2022-03-16 02:00:00,2022-03-16T00:00:00Z,63250,2022-03-16T00:00:00Z,1,102786.51,97.4,-0,3.27,198.91,1.83,0,2,3,4,16-Mar-2022,2022-03-16
16-Mar-2022 03:00:00,5728,2022-03-16 03:00:00,2022-03-16T00:00:00Z,63251,2022-03-16T00:00:00Z,1,102786.77,97.49,0,3.16,185.85,1.71,0,3,3,4,16-Mar-2022,2022-03-16
16-Mar-2022 04:00:00,5729,2022-03-16 04:00:00,2022-03-16T00:00:00Z,63252,2022-03-16T00:00:00Z,1,102798.69,97.36,0,3.06,166.91,2.02,0,4,3,4,16-Mar-2022,2022-03-16
16-Mar-2022 05:00:00,5730,2022-03-16 05:00:00,2022-03-16T00:00:00Z,63253,2022-03-16T00:00:00Z,1,102817.76,97.17,1.9,2.85,167.42,2.27,0.015176023,5,3,4,16-Mar-2022,2022-03-16
16-Mar-2022 06:00:00,5731,2022-03-16 06:00:00,2022-03-16T00:00:00Z,63254,2022-03-16T00:00:00Z,1,102898.29,96.57,24.85,2.87,159.21,1.96,0.247729511,6,3,4,16-Mar-2022,2022-03-16
16-Mar-2022 07:00:00,5732,2022-03-16 07:00:00,2022-03-16T06:00:00Z,63316,2022-03-16T06:00:00Z,1,102963.88,96.28,46.24,2.55,151.69,1.75,0.632035509,7,3,4,16-Mar-2022,2022-03-16
16-Mar-2022 08:00:00,5733,2022-03-16 08:00:00,2022-03-16T06:00:00Z,63317,2022-03-16T06:00:00Z,1,103030.47,95.83,82.4,2.77,143.53,2.02,1.136489584,8,3,4,16-Mar-2022,2022-03-16
16-Mar-2022 09:00:00,5734,2022-03-16 09:00:00,2022-03-16T06:00:00Z,63318,2022-03-16T06:00:00Z,1,103075.12,93.63,144.85,3.12,144.28,1.84,1.5449796,9,3,4,16-Mar-2022,2022-03-16
16-Mar-2022 10:00:00,5735,2022-03-16 10:00:00,2022-03-16T06:00:00Z,63319,2022-03-16T06:00:00Z,1,103063.93,90.08,205,3.82,142.07,1.77,2.240403271,10,3,4,16-Mar-2022,2022-03-16
16-Mar-2022 11:00:00,5736,2022-03-16 11:00:00,2022-03-16T06:00:00Z,63320,2022-03-16T06:00:00Z,1,103116.46,86.11,235.4,4.69,177.62,1.69,6.405843713,11,3,4,16-Mar-2022,2022-03-16
16-Mar-2022 12:00:00,5737,2022-03-16 12:00:00,2022-03-16T06:00:00Z,63321,2022-03-16T06:00:00Z,1,103141.71,82.03,313.71,5.53,186.05,1.23,7.656427279,12,3,4,16-Mar-2022,2022-03-16
16-Mar-2022 13:00:00,5738,2022-03-16 13:00:00,2022-03-16T12:00:00Z,63383,2022-03-16T12:00:00Z,0.64,103138.18,73.59,354.62,7.35,206.72,0.87,5.833092318,13,3,4,16-Mar-2022,2022-03-16
16-Mar-2022 14:00:00,5739,2022-03-16 14:00:00,2022-03-16T12:00:00Z,63384,2022-03-16T12:00:00Z,0.78,103170.27,75.47,261.3,7.43,255.8,2.52,2.733931653,14,3,4,16-Mar-2022,2022-03-16
16-Mar-2022 15:00:00,5740,2022-03-16 15:00:00,2022-03-16T12:00:00Z,63385,2022-03-16T12:00:00Z,0.55,103155.12,78.17,162.13,6.52,263.28,1.96,1.202969161,15,3,4,16-Mar-2022,2022-03-16
16-Mar-2022 16:00:00,5741,2022-03-16 16:00:00,2022-03-16T12:00:00Z,63386,2022-03-16T12:00:00Z,0.05,103129.68,79.04,56.65,6.24,256.93,1.1,0.340746984,16,3,4,16-Mar-2022,2022-03-16
16-Mar-2022 17:00:00,5742,2022-03-16 17:00:00,2022-03-16T12:00:00Z,63387,2022-03-16T12:00:00Z,0.21,103135.38,80.93,1.06,5.92,310.15,0.41,0.01227915,17,3,4,16-Mar-2022,2022-03-16
16-Mar-2022 18:00:00,5743,2022-03-16 18:00:00,2022-03-16T12:00:00Z,63388,2022-03-16T12:00:00Z,0.82,103126.54,86.24,0,4.69,67.86,1,0,18,3,4,16-Mar-2022,2022-03-16
16-Mar-2022 19:00:00,5744,2022-03-16 19:00:00,2022-03-16T18:00:00Z,63450,2022-03-16T18:00:00Z,0.77,103044.2,86.8,0,3.88,89.24,2.22,0,19,3,4,16-Mar-2022,2022-03-16
16-Mar-2022 20:00:00,5745,2022-03-16 20:00:00,2022-03-16T18:00:00Z,63451,2022-03-16T18:00:00Z,0.97,103024.8,89.18,0,3.81,78.56,2.58,0,20,3,4,16-Mar-2022,2022-03-16
16-Mar-2022 21:00:00,5746,2022-03-16 21:00:00,2022-03-16T18:00:00Z,63452,2022-03-16T18:00:00Z,0.69,103058.77,89.93,0,3.57,85.81,2.54,0,21,3,4,16-Mar-2022,2022-03-16
16-Mar-2022 22:00:00,5747,2022-03-16 22:00:00,2022-03-16T18:00:00Z,63453,2022-03-16T18:00:00Z,0.99,103057.74,85.49,0,3.51,106.43,2.75,0,22,3,4,16-Mar-2022,2022-03-16
16-Mar-2022 23:00:00,5748,2022-03-16 23:00:00,2022-03-16T18:00:00Z,63454,2022-03-16T18:00:00Z,0.99,103046.38,81.55,0,3.83,131.05,3.55,0,23,3,4,16-Mar-2022,2022-03-16
17-Mar-2022 00:00:00,5749,2022-03-17 00:00:00,2022-03-16T18:00:00Z,63455,2022-03-16T18:00:00Z,0.98,103075.77,84.98,0,3.15,146.28,3.5,0,0,3,5,17-Mar-2022,2022-03-17
17-Mar-2022 01:00:00,5750,2022-03-17 01:00:00,2022-03-17T00:00:00Z,63517,2022-03-17T00:00:00Z,0.88,103000.69,82.47,0,2.56,130.21,2.47,0,1,3,5,17-Mar-2022,2022-03-17
17-Mar-2022 02:00:00,5751,2022-03-17 02:00:00,2022-03-17T00:00:00Z,63518,2022-03-17T00:00:00Z,0.03,103015.7,86.56,-0,1.89,137.37,3.1,0,2,3,5,17-Mar-2022,2022-03-17
17-Mar-2022 03:00:00,5752,2022-03-17 03:00:00,2022-03-17T00:00:00Z,63519,2022-03-17T00:00:00Z,1,103000.23,91.78,0,1.01,142.46,4.1,0,3,3,5,17-Mar-2022,2022-03-17
17-Mar-2022 04:00:00,5753,2022-03-17 04:00:00,2022-03-17T00:00:00Z,63520,2022-03-17T00:00:00Z,1,102991.46,91.38,0,1.64,150.52,3.87,0,4,3,5,17-Mar-2022,2022-03-17
17-Mar-2022 05:00:00,5754,2022-03-17 05:00:00,2022-03-17T00:00:00Z,63521,2022-03-17T00:00:00Z,1,102957.84,89.33,4.02,2.05,138.6,4.93,0.033842617,5,3,5,17-Mar-2022,2022-03-17
17-Mar-2022 06:00:00,5755,2022-03-17 06:00:00,2022-03-17T00:00:00Z,63522,2022-03-17T00:00:00Z,1,102905.34,87.3,36.39,2.26,135.71,5.08,0.307567684,6,3,5,17-Mar-2022,2022-03-17
17-Mar-2022 07:00:00,5756,2022-03-17 07:00:00,2022-03-17T06:00:00Z,63584,2022-03-17T06:00:00Z,0.99,102888.98,85.07,106.38,2.68,141.85,4.66,0.619480731,7,3,5,17-Mar-2022,2022-03-17
